Test_code,Description,Description_orig,Read_code,Sample_type,Units,dtUpdated,recordCount_ML,recordCount_preML,dtRecordCount,dtCreated,dtLastTest_ML,commonCode,commonCodeStatus,hb_extract,maxResult,minResult,frequency
LAXATIVE SCREEN,Laxative Screen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1
GST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,71
HOLD ,                                        ,                                        ,,B,,2012-03-02,5269,NULL,2013-03-19,NULL,2010-04-21,NULL,NULL,T,NULL,NULL,4965
LBIO ,LIVER BIOPSY                            ,LIVER BIOPSY                            ,,LI,,2012-03-02,3,NULL,2012-03-07,NULL,2002-12-04,NULL,NULL,T,511,511,3
HOMOCYSTINE,Homocystine,Homocystine,44SE.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,9,3,4
LDL,SERUM MMOL/L (CODE 167) = [138]-([140]+([139]/2.2 …,SERUM mmol/L (CODE 167) = [138]-([140]+([139]/2.2 …,NULL,S,NULL,2012-03-02,51,3240,2013-03-19,NULL,2013-02-11,NULL,NULL,T,14.1,0,297408
LDL,LDL Cholesterol,LDL Cholesterol,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,14.1,0,297408
LSD  ,LSD                                     ,LSD                                     ,46QY.,U,,2012-03-02,30,NULL,2013-03-19,NULL,2012-04-01,NULL,NULL,T,1.139446,0.8363538,30
IGGK,IgG Kappa,IgG Kappa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,46.2,2.7,24
IGMK,IgM Kappa,IgM Kappa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,39.7,2.3,9
LIP,LIPASE,LIPASE,NULL,NULL,NULL,2012-03-02,107,NULL,2012-03-07,NULL,2003-10-21,NULL,NULL,T,87,3,101
LP,LIPAEMIC,NULL,,B,,2012-03-02,3172732,NULL,2013-03-19,NULL,2010-04-30,LIPAEMIC,1,T,4059,0,3165502
IMMUNOFIXATION,Immunofixation,Immunofixation,43R1.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,49
INSU,NULL,NULL,NULL,NULL,mU/L,NULL,4985,1682,2013-03-19,2012-03-03,2012-12-19,INSULIN,1,T,1506,0,6961
LEV,Levetiracetam,Levetiracetam,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,59.1,13.3,4
LITHIUM,SERUM MMOL/L (CODE 195),SERUM mmol/L (CODE 195),NULL,S,NULL,2012-03-02,NULL,1744,2012-03-02,NULL,NULL,NULL,NULL,T,5.6,0,6355
LITHIUM,Lithium,Lithium,44W8.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.6,0,6355
INSU,Serum insulin,INSULIN,4493.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1506,0,6961
IRT  ,IMMUNOREACT. TRYPSIN                    ,IMMUNOREACT. TRYPSIN                    ,44CP.,B,,2012-03-02,4,NULL,2012-03-07,NULL,2006-02-15,NULL,NULL,T,NULL,NULL,7
IRT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,7
JHDL ,HDL-CHOLESTEROL                         ,HDL-CHOLESTEROL                         ,44P5.,B,mmol/L,2012-03-02,40,NULL,2012-03-07,NULL,2001-10-12,HDL,1,T,3.32,0.5,40
LACT      ,LACTATE                                 ,LACTATE                                 ,44D8.,FO,mmol/L,2012-03-02,62634,669,2013-03-19,NULL,2012-12-21,LACTATE,1,T,114,0,102218
LD1,LD1,LD1,NULL,NULL,NULL,2012-03-02,NULL,138,2012-03-02,NULL,NULL,NULL,NULL,T,53.3,6.3,138
LD3,LD3,LD3,NULL,NULL,NULL,2012-03-02,NULL,137,2012-03-02,NULL,NULL,NULL,NULL,T,30.3,6.8,137
LHRH,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,2013-03-19,2013-03-19,2012-10-16,NULL,NULL,T,NULL,NULL,6
LIT,Spec leaked in transit,Spec leaked in transit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1051
LITH,LITHIUM                                 ,LITHIUM                                 ,44W8.,B,mmol/L,2012-03-02,41087,11949,2013-03-19,NULL,2012-12-21,LITHIUM,1,T,5.92,0,56321
LITH,Serum lithium level,LITHIUM,44W8.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.92,0,56321
LACT,Plasma lactate level,LACTATE,44D8.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,114,0,102218
LD1PCT,LD1 PERCENT,LD1 PERCENT,NULL,NULL,NULL,2012-03-02,NULL,224,2012-03-02,NULL,NULL,NULL,NULL,T,64,3,224
LD   ,LACTATE DEHYDROGENASE                   ,LACTATE DEHYDROGENASE                   ,44HF.,B,U/L,2012-03-02,35197,2851,2013-03-19,NULL,2012-12-20,LACTATE,1,T,70539,0,41512
LD,Serum LDH level,LACTATE DEHYDROGENASE,44HF.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,70539,0,41512
LD1COM,LD1 COMMENT,LD1 COMMENT,NULL,NULL,NULL,2012-03-02,NULL,193,2012-03-02,NULL,NULL,NULL,NULL,T,31707,0,193
LD1N,LD1,LD1,NULL,NULL,NULL,2012-03-02,NULL,224,2012-03-02,NULL,NULL,NULL,NULL,T,2162,38,224
LDL CHOLESTEROL,LDL Cholesterol,LDL Cholesterol,44PI.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,15.7,0.1,101210
LEAD,LEAD  (BLOOD),LEAD  (BLOOD),NULL,B,NULL,2012-03-02,NULL,67,2012-03-02,NULL,NULL,LEAD,1,T,4.1,0,380
LEAD,Lead,Lead,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4.1,0,380
LEAD,Lead,Lead,44X8.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4.1,0,380
LEAK      ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,17,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,17
LPA  ,LIPOPROTEIN (A)                         ,LIPOPROTEIN (a)                         ,44d9.,B,mg/dL,2012-03-02,15,NULL,2013-03-19,NULL,2012-08-01,NULL,NULL,T,1438,1.4,21
MA,MICRO ALBUMIN                           ,MICRO ALBUMIN                           ,46W..,U,mg/L,2012-03-02,193532,17536,2013-03-19,NULL,2012-12-21,ALBUMIN,1,T,6000,0,253157
LYMP      ,LYMPHOCYTES (HAEMATOLOGY),LYMPHOCYTES (HAEMATOLOGY),NULL,NULL,NULL,2012-03-02,NULL,41381,2012-03-02,NULL,NULL,NULL,NULL,T,9.98,0,41381
MA,Urine microalbumin,URINARY MICRO ALBUMIN,46W..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALBUMIN,NULL,F,6000,0,253157
LTT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,6
MAALB,ALBUMIN,ALBUMIN,NULL,NULL,NULL,2012-03-02,NULL,2985,2012-03-02,NULL,NULL,ALBUMIN,1,T,52,9,2985
MAALKP,ALKALINE PHOSPHATASE,ALK.PHOS.,NULL,NULL,NULL,2012-03-02,NULL,1204,2012-03-02,NULL,NULL,ALKALINE PHOSPHATASE,1,T,984,13,1204
LD2,LD2,LD2,NULL,NULL,NULL,2012-03-02,NULL,138,2012-03-02,NULL,NULL,NULL,NULL,T,42.2,11.2,138
LD5,LD5,LD5,NULL,NULL,NULL,2012-03-02,NULL,138,2012-03-02,NULL,NULL,NULL,NULL,T,65.6,0.6,138
LDH,NULL,NULL,NULL,NULL,U/L,NULL,2,NULL,2013-03-19,2013-03-19,2013-02-08,NULL,NULL,T,30140,25,30419
LDH,Lactate Dehydrogenase,Lactate Dehydrogenase,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,30140,25,30419
LI        ,LITHIUM,LITHIUM,NULL,NULL,NULL,2012-03-02,2,2048,2013-03-19,NULL,2013-02-11,LITHIUM,1,T,5.47,0,16336
LI,Lithium,Lithium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.47,0,16336
LYS,NULL,NULL,NULL,NULL,NULL,NULL,207,22,2013-03-19,2012-03-03,2012-11-26,NULL,NULL,T,0,0,242
LYS,Lysosomal enzyme level,LYSOSOMAL ENZYMES,4Q92.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,0,242
MAA,AMINO ACIDS                             ,AMINO ACIDS                             ,44k..,B,,2012-03-02,2285,1591,2013-03-19,NULL,2012-12-20,AMINO ACIDS,1,T,100057,0,3966
MAA,Plasma amino acid levels,AMINO ACIDS,44k..,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,100057,0,3966
MABIC, BICARB., BICARB.,NULL,NULL,NULL,2012-03-02,NULL,3,2012-03-02,NULL,NULL,BICARBONATE,1,T,25,14,3
MABIL,BILIRUBIN,BILIRUBIN,NULL,NULL,NULL,2012-03-02,NULL,1628,2012-03-02,NULL,NULL,BILIRUBIN,1,T,1881,1,1628
MACAL,CALCIUM,CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,2301,2012-03-02,NULL,NULL,CALCIUM,1,T,4.89,0,2301
M BAND TYPE,M Band Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,383
MACHL,CHLORIDE,CHLORIDE,NULL,NULL,NULL,2012-03-02,NULL,71,2012-03-02,NULL,NULL,CHLORIDE,1,T,133,72,71
MACOR,CORRECTED CALCIUM,CORRECTED CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,2287,2012-03-02,NULL,NULL,CALCIUM CORRECTED,1,T,5.01,1.29,2287
MACRE,CREATININE,CREATININE,NULL,NULL,NULL,2012-03-02,NULL,22846,2012-03-02,NULL,NULL,CREATININE,1,T,2700,0,22846
MAG,MAGNESIUM,MAGNESIUM,NULL,NULL,NULL,2012-03-02,NULL,26622,2012-03-02,NULL,NULL,MAGNESIUM,1,T,20.9,0,26622
MAG    *,MAGNESIUM,MAGNESIUM,NULL,NULL,NULL,2012-03-02,NULL,9388,2012-03-02,NULL,NULL,MAGNESIUM,1,T,7.08,0.02,9388
MAGLU,GLUCOSE,GLUCOSE,NULL,NULL,NULL,2012-03-02,NULL,6808,2012-03-02,NULL,NULL,GLUCOSE,1,T,105.5,0.1,6808
MAGNESIUM,Magnesium,Magnesium,44LD.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,9.78,0.1,45302
MAGNESIUM (URINE),Magnesium (Urine),Magnesium (Urine),46P1.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,5.48,0.1,70
MAL,ALBUMIN,ALBUMIN,NULL,NULL,NULL,2012-03-02,NULL,15752,2012-03-02,NULL,NULL,ALBUMIN,1,T,79,6,15752
MAL    *,ALBUMIN,ALBUMIN,NULL,NULL,NULL,2012-03-02,NULL,1340,2012-03-02,NULL,NULL,ALBUMIN,1,T,50,8,1340
MALB,ALBUMIN,ALBUMIN,NULL,NULL,NULL,2012-03-02,NULL,410,2012-03-02,NULL,NULL,ALBUMIN,1,T,50,5,410
MALKP,ALKALINE PHOSPHATASE,ALK.PHOS,NULL,NULL,NULL,2012-03-02,NULL,14849,2012-03-02,NULL,NULL,ALKALINE PHOSPHATASE,1,T,11454,5,14849
MALT   *,ALT,ALT,NULL,NULL,NULL,2012-03-02,NULL,2827,2012-03-02,NULL,NULL,ALT,1,T,10882,1,2827
MANG,ANION GAP,ANION GAP,NULL,NULL,NULL,2012-03-02,NULL,41,2012-03-02,NULL,NULL,ANION GAP,1,T,37,7,41
MAPOT,POTASSIUM,POTASSIUM,NULL,NULL,NULL,2012-03-02,NULL,24250,2012-03-02,NULL,NULL,POTASSIUM,1,T,33,1,24250
MAPRO,PROTEIN,PROTEIN,NULL,NULL,NULL,2012-03-02,NULL,46,2012-03-02,NULL,NULL,PROTEIN,1,T,81,5,46
MCREAT,CREATININE,CREATININE,NULL,NULL,NULL,2012-03-02,NULL,36645,2012-03-02,NULL,NULL,CREATININE,1,T,2820,0.7,36645
MERCURY (HAIR),Mercury (Hair),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0.4,0.4,1
METHAEMOGLOBIN,Methaemoglobin,Methaemoglobin,42VB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,80.2,0.3,3
MIS,Sample & form incompatible,Sample & form incompatible,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,491
MK,POTASSIUM,POTASSIUM,NULL,NULL,NULL,2012-03-02,NULL,44769,2012-03-02,NULL,NULL,POTASSIUM,1,T,143,0.3,44769
MMA  ,METHYLMALONATE                          ,METHYLMALONATE                          ,46Tn.,B,umol/L,2012-03-02,16,NULL,2013-03-19,NULL,2012-04-06,NULL,NULL,T,418,19,23
MASOD,SODIUM,SODIUM,NULL,NULL,NULL,2012-03-02,NULL,24149,2012-03-02,NULL,NULL,SODIUM,1,T,200,0,24149
MAURE,UREA,UREA,NULL,NULL,NULL,2012-03-02,NULL,24360,2012-03-02,NULL,NULL,UREA,1,T,183,0.2,24360
MB,Myoglobin (urine),Myoglobin (urine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1
MBIO ,MUSCLE BIOPSY                           ,MUSCLE BIOPSY                           ,,MU,,2012-03-02,11,NULL,2013-03-19,NULL,2012-03-27,NULL,NULL,T,NULL,NULL,12
MCAL   *,CALCIUM,CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,1370,2012-03-02,NULL,NULL,CALCIUM,1,T,4.01,1.16,1370
MEOH,METHANOL                                ,METHANOL                                ,44X4.,B,mmol/L,2012-03-02,39,NULL,2013-03-19,NULL,2012-11-14,NULL,NULL,T,392,50,44
MEOH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,392,50,44
METH,URINE METHADONE                         ,URINE METHADONE                         ,46QB.,U,,2012-03-02,118118,15178,2013-03-19,NULL,2012-12-21,METHADONE,1,T,9999,0,151435
METH,Urine methadone,URINE METHADONE,46QB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,9999,0,151435
METHYLMALONIC ACID,Methylmalonic Acid,Methylmalonic Acid,46Tn.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,12,12,4
MHB,NULL,NULL,NULL,NULL,NULL,2012-03-02,25,NULL,2013-03-19,NULL,2012-09-05,NULL,NULL,T,9.2,0.2,27
MBILAMF,AMNIOTIC FLUID BILIRUBIN,AMNIOTIC FLUID BILIRUBIN,NULL,NULL,NULL,2012-03-02,NULL,29,2012-03-02,NULL,NULL,BILIRUBIN,1,T,0.31,0.004,29
MMPS,MUCOPOLYSACCHARIDES,MUCOPOLYSACCHARIDES,NULL,NULL,NULL,2012-03-02,NULL,179,2012-03-02,NULL,NULL,MUCOPOLYSACCHARIDES,1,T,752,0,179
MCK,CREAT.KINASE,CREAT.KINASE,NULL,NULL,NULL,2012-03-02,NULL,9509,2012-03-02,NULL,NULL,CREATININE KINASE,1,T,146300,5,9509
MMPSC,MPS COMMENT,MPS COMMENT,NULL,NULL,NULL,2012-03-02,NULL,10,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,10
MCH       ,MEAN CELL HAEMOGLOBIN (HAEMATOLOGY),MEAN CELL HAEMOGLOBIN (HAEMATOLOGY),NULL,NULL,NULL,2012-03-02,NULL,41452,2012-03-02,NULL,NULL,HAEMOGLOBIN,1,T,82.8,0,41452
MCOCA  *,CORRECTED CALCIUM,CORRECTED CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,1351,2012-03-02,NULL,NULL,CALCIUM CORRECTED,1,T,4.21,1.46,1351
MDIRB,CONJ.BILIRUBIN,CONJ.BILIRUBIN,NULL,NULL,NULL,2012-03-02,NULL,461,2012-03-02,NULL,NULL,BILIRUBIN,1,T,1448,0,461
MISCELLANEOUS TEST,Miscellaneous Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,23
MMPSN,MUCOPOLYSACCHARIDES,MUCOPOLYSACCHARIDES,NULL,NULL,NULL,2012-03-02,NULL,235,2012-03-02,NULL,NULL,MUCOPOLYSACCHARIDES,1,T,478,26,235
MCV       ,MEAN CELL VOLUME,MEAN CELL VOLUME,NULL,NULL,NULL,2012-03-02,NULL,377632,2012-03-02,NULL,NULL,NULL,NULL,T,153.8,0,377632
MDS,Specimen without min data set,Specimen without min data set,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,358
MANGANESE,Manganese,Manganese,44LT.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,529,72,47
MANGANESE,Manganese,Manganese,44LV.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,529,72,47
MCHC      ,MEAN CELL HAEMOGLOBIN CONCENTRATION (HAEMATOLOGY),MEAN CELL HAEMOGLOBIN CONCENTRATION (HAEMATOLOGY),NULL,NULL,NULL,2012-03-02,NULL,41453,2012-03-02,NULL,NULL,HAEMOGLOBIN,1,T,81.8,0,41453
MCOCA,CORRECTED CALCIUM,CORRECTED CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,12370,2012-03-02,NULL,NULL,CALCIUM CORRECTED,1,T,4.87,1.21,12370
MDF,Form without min data set,Form without min data set,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1835
MERCURY,Mercury,Mercury,44XB.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,13,5,8
METHADONE (SERUM),Methadone (serum),Methadone (serum),44u1.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,3
METHOTREXATE,Methotrexate,Methotrexate,44Wa.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1.81,0.01,41
MISC ,REQUEST COMMENT:                        ,REQUEST COMMENT:                        ,,M,,2012-03-02,416,NULL,2013-03-19,NULL,2012-09-26,NULL,NULL,T,1310,1310,774
MERCURY (NAILS),Mercury (nails),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0.1,0.1,1
MISC,Miscellaneous Test,Miscellaneous Test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1310,1310,774
METADRENALINES,Metadrenalines,Metadrenalines,46LP.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,4
METOCLOPRAMIDE TEST,METOCLOPRAMIDE TEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,4
MAFP,AFP (maternal),AFP (maternal),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,9,9,45
LD4,LD4,LD4,NULL,NULL,NULL,2012-03-02,NULL,138,2012-03-02,NULL,NULL,NULL,NULL,T,25.1,1.6,138
LDE,Leucocyte Degenerative Enz.,Leucocyte Degenerative Enz.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,50
LDH    *,LDH,LDH,NULL,NULL,NULL,2012-03-02,NULL,5437,2012-03-02,NULL,NULL,NULL,NULL,T,20000,36,5437
LH,LH                                      ,LH                                      ,443e.,B,U/L,2012-03-02,94171,41051,2013-03-19,NULL,2013-02-11,LH,1,T,196.2,0,201415
LH,LH,LH,443e.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,196.2,0,201415
LIPIDN,LIPID NOTE,LIPID NOTE,NULL,NULL,NULL,2012-03-02,NULL,4,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,4
LLC,Lambda Light Chains,Lambda Light Chains,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,23600,4,1623
MAALT,ALT,ALT,NULL,NULL,NULL,2012-03-02,NULL,1069,2012-03-02,NULL,NULL,ALT,1,T,11392,3,1069
MAGGT,GGT,GGT,NULL,NULL,NULL,2012-03-02,NULL,33,2012-03-02,NULL,NULL,GGT,1,T,777,9,33
MAPHO,PHOSPHATE,PHOSPHATE,NULL,NULL,NULL,2012-03-02,NULL,259,2012-03-02,NULL,NULL,PHOSPHATE,1,T,7.71,0,259
MBICARB,BICARB,BICARB,NULL,NULL,NULL,2012-03-02,NULL,47,2012-03-02,NULL,NULL,BICARBONATE,1,T,34,2,47
MCAL,CALCIUM,CALCIUM,NULL,NULL,NULL,2012-03-02,NULL,12449,2012-03-02,NULL,NULL,CALCIUM,1,T,4.71,1.2,12449
MAST,AST,AST,NULL,NULL,NULL,2012-03-02,NULL,495,2012-03-02,NULL,NULL,AST,1,T,3.95,1.07,495
MEDO,Methadone,Methadone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,555,306,4
MERCURY (URINE),Mercury (urine),Mercury (urine),46P5.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,3.5,0.3,4
META,METANEPHRINE,METANEPHRINE,NULL,NULL,NULL,2012-03-02,16,NULL,2013-03-19,NULL,2012-09-05,NULL,NULL,T,1.6,0.2,18
MGLU   *,GLUCOSE,GLUCOSE,NULL,NULL,NULL,2012-03-02,NULL,7134,2012-03-02,NULL,NULL,GLUCOSE,1,T,124.3,0,7134
MIC       ,NULL,NULL,NULL,NULL,NULL,2012-03-02,NULL,36,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,36
MBIL,BILIRUBIN,BILIRUBIN,NULL,NULL,NULL,2012-03-02,NULL,15340,2012-03-02,NULL,NULL,BILIRUBIN,1,T,698,0.5,15340
MMET,METHADONE METABOLITES,NULL,,U,.,2012-03-02,116,NULL,2013-03-19,NULL,2013-02-08,METHADONE,1,T,NULL,NULL,57857
MMET,Methadone Metabolites,Methadone Metabolites,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,57857
MPHOS,PHOSPHATE,PHOSPHATE,NULL,NULL,NULL,2012-03-02,NULL,11824,2012-03-02,NULL,NULL,PHOSPHATE,1,T,7.04,0.01,11824
MPRO,Monomeric Recovery,NULL,443k.,B,mU/L,2012-03-02,2495,NULL,2013-03-19,NULL,2010-04-29,NULL,NULL,T,55268,29,2485
MSWCLC,SWEAT CHLORIDE COMMENT,SWEAT CHLORIDE COMMENT,NULL,SW,NULL,2012-03-02,NULL,72,2012-03-02,NULL,NULL,CHLORIDE,1,T,16,0,72
MTX,Methotrexate,Methotrexate,44Wa.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,4.35,0.03,76
ME,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,74,74,9
METADRENALINE (TIMED URINE),Metadrenaline (timed urine),Metadrenaline (timed urine),46LG.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,23.8,0.15,368
NA+    *,SODIUM,SODIUM,NULL,NULL,NULL,2012-03-02,NULL,23781,2012-03-02,NULL,NULL,SODIUM,1,T,223,11,23781
NAS,Arsenic (nails),Arsenic (nails),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,2
NB1,NULL,NULL,NULL,NULL,NULL,2012-03-02,543,NULL,2013-03-19,NULL,2011-05-22,NULL,NULL,T,NULL,NULL,539
METHADONE METABOLITES,Methadone Metabolites,Methadone Metabolites,46QW.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,16967
METHX,METHOTREXATE,METHOTREXATE,NULL,NULL,NULL,2012-03-02,NULL,370,2012-03-02,NULL,NULL,METHOTREXATE,1,T,672,0,370
MPHENY,PHENYTOIN,PHENYTOIN,NULL,NULL,NULL,2012-03-02,NULL,10,2012-03-02,NULL,NULL,PHENYTOIN,1,T,88,10,10
METN ,METANEPHRINES (URINE)                   ,METANEPHRINES (URINE)                   ,46TH.,U,,2012-03-02,27,NULL,2012-03-07,NULL,2010-02-07,NULL,NULL,T,NULL,NULL,27
MTOX,TOXICOLOGY SCREEN                       ,TOXICOLOGY SCREEN                       ,44qB.,M,,2012-03-02,45,8198,2012-03-07,NULL,2011-09-20,TOXICOLOGY,1,T,100022,0,8241
MTRX ,METHOTREXATE                            ,METHOTREXATE                            ,44Wa.,B,umol/L,2012-03-02,640,NULL,2013-03-19,NULL,2012-12-20,METHOTREXATE,1,T,54,0,772
MINDB,UNCONJ.BILIRUBIN,UNCONJ.BILIRUBIN,NULL,NULL,NULL,2012-03-02,NULL,408,2012-03-02,NULL,NULL,BILIRUBIN,1,T,398,0,408
MTRX,Serum methotrexate level,METHOTREXATE,44Wa.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,54,0,772
MURUREA,URINE UREA,URINE UREA,NULL,U,NULL,2012-03-02,NULL,2916,2012-03-02,NULL,NULL,UREA,1,T,893,3,2916
MYCO,MYCOPHENOLATE,NULL,44uV.,B,,2012-03-02,61,NULL,2013-03-19,NULL,2012-12-12,NULL,NULL,T,12.3,0.1,94
MYCO,Mycophenolic acid level,MYCOPHENOLATE,44uV.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,12.3,0.1,94
MOLYBDENUM,Molybdenum,Molybdenum,44LU.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,1
NA+,SODIUM,SODIUM,NULL,NULL,NULL,2012-03-02,NULL,6109,2012-03-02,NULL,NULL,SODIUM,1,T,261,1,6109
MSCHR,SUGAR CHROMATOGRAPHY,SUGAR CHROMATOGRAPHY,NULL,NULL,NULL,2012-03-02,NULL,14,2012-03-02,NULL,NULL,NULL,NULL,T,0,0,14
MUREUREA,URINE UREA EXCR.,URINE UREA EXCR.,NULL,U,NULL,2012-03-02,NULL,2033,2012-03-02,NULL,NULL,UREA,1,T,1520,0,2033
NB2,NULL,NULL,NULL,NULL,NULL,2012-03-02,541,NULL,2013-03-19,NULL,2011-05-22,NULL,NULL,T,NULL,NULL,537
NA2       ,SODIUM REPEAT,SODIUM REPEAT,NULL,NULL,NULL,2012-03-02,NULL,6891,2012-03-02,NULL,NULL,SODIUM,1,T,185,0,6891
NBA,NET BILIRUBIN ABS.,NULL,48Q0.,C,Units,2012-03-02,1064,NULL,2013-03-19,NULL,2012-12-20,BILIRUBIN,1,T,0.715,0,1400
NBA,Net bilirubin absorbance,NET BILIRUBIN ABS.,48Q0.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0.715,0,1400
